6.034183417570122;0.99
6.034183417570122;0.9905
6.027753128335712;0.991
6.027753128335712;0.9915
6.027753128335712;0.992
6.029039186182594;0.9925
6.014892549866893;0.993
6.004604087091837;0.9935
5.996887740010546;0.994
5.995601682163663;0.9945
5.994315624316782;0.995
5.991743508623018;0.9955
5.990457450776136;0.996
5.991743508623018;0.9965
5.972452640919788;0.997
5.950589657522795;0.9975
5.90686369072881;0.998
5.85542137685353;0.9985
5.789832426662551;0.999
5.686947798911994;0.9995
6.4367195236441725;1.0

5.789832426662551;0.999
5.7795439638874955;0.99905
5.760253096184266;0.9991000000000001
5.757680980490503;0.9991500000000001
5.80912329436578;0.9992000000000001
5.805265120825135;0.9992500000000001
5.794976658050079;0.9993000000000001
5.778257906040614;0.9993500000000001
5.738390112787274;0.9994000000000001
5.713955013696516;0.9994500000000001
5.686947798911994;0.9995
5.693378088146405;0.99955
5.614928559486606;0.9996
5.616214617333488;0.99965
5.6457939478117725;0.9997
5.6457939478117725;0.99975
5.679231451830703;0.9998
5.689519914605759;0.99985
5.738390112787274;0.9999
5.785974253121905;0.99995
6.4367195236441725;1.0
